rho,true_mi,estimated_mi,dim
-0.1414285714285714,0.0606143693559812,0.2044657915830612,12
0.0,-0.0,0.1757831573486328,12
0.1414285714285714,0.0606143693559812,0.1316756904125213,12
0.2828571428571429,0.2501714462786416,0.2845038473606109,12
0.4242857142857144,0.5954200145348645,0.6110759973526001,12
0.5657142857142858,1.157131503517881,1.126864671707153,12
0.7071428571428571,2.07974767974837,2.0152077674865723,12
0.8485714285714285,3.819684302741688,3.720301628112793,12
0.99,11.751106641755063,,12
-0.99,13.70962441538091,,14
-0.8485714285714285,4.456298353198637,4.139867305755615,14
-0.7071428571428571,2.426372293039765,2.3353066444396973,14
-0.5657142857142857,1.349986754104194,1.3409792184829712,14
-0.4242857142857142,0.6946566836240081,0.7017519474029541,14
-0.2828571428571428,0.2918666873250819,0.3325376808643341,14
-0.1414285714285714,0.0707167642486447,0.181954950094223,14
0.0,-0.0,0.1669765710830688,14
0.1414285714285714,0.0707167642486447,0.1870266497135162,14
0.2828571428571429,0.2918666873250819,0.3175896406173706,14
0.4242857142857144,0.6946566836240086,0.7025352716445923,14
0.5657142857142858,1.3499867541041946,1.332299828529358,14
0.7071428571428571,2.426372293039765,2.3404979705810547,14
0.8485714285714285,4.456298353198637,4.296104431152344,14
0.99,13.70962441538091,,14
-0.99,15.668142189006756,,16
-0.8485714285714285,5.092912403655585,4.945031642913818,16
-0.7071428571428571,2.77299690633116,2.622841119766236,16
-0.5657142857142857,1.5428420046905074,1.4814707040786743,16
-0.4242857142857142,0.7938933527131521,0.7832885980606079,16
-0.2828571428571428,0.3335619283715222,0.3717779517173767,16
-0.1414285714285714,0.0808191591413083,0.2151132524013519,16
0.0,-0.0,0.1614340543746948,16
0.1414285714285714,0.0808191591413083,0.2128677070140838,16
0.2828571428571429,0.3335619283715222,0.3449418246746063,16
0.4242857142857144,0.7938933527131526,0.7930523157119751,16
0.5657142857142858,1.542842004690508,1.467284083366394,16
0.7071428571428571,2.77299690633116,2.6082592010498047,16
0.8485714285714285,5.092912403655585,4.998569965362549,16
0.99,15.668142189006756,,16
-0.99,17.626659962632598,,18
-0.8485714285714285,5.729526454112532,5.638897895812988,18
-0.7071428571428571,3.1196215196225547,3.0050299167633057,18
-0.5657142857142857,1.7356972552768208,1.6775320768356323,18
-0.4242857142857142,0.8931300218022961,0.9041929244995116,18
-0.2828571428571428,0.3752571694179625,0.4249076247215271,18
-0.1414285714285714,0.0909215540339718,0.2206867337226867,18
0.0,-0.0,0.1773854047060012,18
0.1414285714285714,0.0909215540339718,0.225429356098175,18
0.2828571428571429,0.3752571694179625,0.4006124436855316,18
0.4242857142857144,0.8931300218022967,0.9128341674804688,18
0.5657142857142858,1.7356972552768215,1.673401117324829,18
0.7071428571428571,3.1196215196225547,2.904400110244751,18
0.8485714285714285,5.729526454112532,5.675973892211914,18
0.99,17.626659962632598,,18
-0.99,19.585177736258444,,20
-0.8485714285714285,6.366140504569481,4.547747611999512,20
-0.7071428571428571,3.46624613291395,3.3808693885803223,20
-0.5657142857142857,1.9285525058631343,1.846056580543518,20
-0.4242857142857142,0.99236669089144,0.99437814950943,20
-0.2828571428571428,0.4169524104644028,0.4574624300003052,20
-0.1414285714285714,0.1010239489266353,0.2452107369899749,20
0.0,-0.0,0.1566995978355407,20
0.1414285714285714,0.1010239489266353,0.2305647730827331,20
0.2828571428571429,0.4169524104644028,0.4331237077713012,20
0.4242857142857144,0.9923666908914408,1.000623106956482,20
0.5657142857142858,1.928552505863135,1.8316127061843872,20
0.7071428571428571,3.46624613291395,3.4205868244171143,20
0.8485714285714285,6.366140504569481,4.956658840179443,20
0.99,19.585177736258444,,20
-0.99,21.543695509884287,,22
-0.8485714285714285,7.002754555026429,-5.74991512298584,22
-0.7071428571428571,3.812870746205345,3.653270959854126,22
-0.5657142857142857,2.121407756449448,2.068057060241699,22
-0.4242857142857142,1.091603359980584,1.070979356765747,22
-0.2828571428571428,0.458647651510843,0.5182629227638245,22
-0.1414285714285714,0.1111263438192989,0.2536898851394653,22
0.0,-0.0,0.1698825061321258,22
0.1414285714285714,0.1111263438192989,0.2676354348659515,22
0.2828571428571429,0.458647651510843,0.4858519434928894,22
0.4242857142857144,1.091603359980585,1.0800561904907229,22
0.5657142857142858,2.1214077564494485,2.0503597259521484,22
0.7071428571428571,3.812870746205345,3.62250280380249,22
0.8485714285714285,7.002754555026429,5.910673141479492,22
0.99,21.543695509884287,,22
-0.99,23.50221328351013,,24
-0.8485714285714285,7.639368605483376,,24
-0.7071428571428571,4.15949535949674,4.184479713439941,24
-0.5657142857142857,2.314263007035761,2.180341482162476,24
-0.4242857142857142,1.190840029069728,1.206925392150879,24
-0.2828571428571428,0.5003428925572833,0.5309056639671326,24
-0.1414285714285714,0.1212287387119624,0.2510954141616821,24
0.0,-0.0,0.1498599648475647,24
0.1414285714285714,0.1212287387119624,0.2161754965782165,24
0.2828571428571429,0.5003428925572833,0.5494783520698547,24
0.4242857142857144,1.190840029069729,1.2068392038345337,24
0.5657142857142858,2.314263007035762,2.169464349746704,24
0.7071428571428571,4.15949535949674,4.012435436248779,24
0.8485714285714285,7.639368605483376,-6.167598724365234,24
0.99,23.50221328351013,,24
-0.99,25.460731057135977,,26
-0.8485714285714285,8.275982655940325,,26
-0.7071428571428571,4.506119972788135,4.324283599853516,26
-0.5657142857142857,2.5071182576220745,2.423572063446045,26
-0.4242857142857142,1.290076698158872,1.23543119430542,26
-0.2828571428571428,0.5420381336037235,0.5738022923469543,26
-0.1414285714285714,0.1313311336046259,0.2364344000816345,26
0.0,-0.0,0.1562286019325256,26
0.1414285714285714,0.1313311336046259,0.2463058233261108,26
0.2828571428571429,0.5420381336037235,0.5670396685600281,26
0.4242857142857144,1.290076698158873,1.2826671600341797,26
0.5657142857142858,2.5071182576220754,2.4023454189300537,26
0.7071428571428571,4.506119972788135,4.208057403564453,26
0.8485714285714285,8.275982655940325,6.444857597351074,26
0.99,25.460731057135977,,26
-0.99,27.41924883076182,,28
-0.8485714285714285,8.912596706397274,,28
-0.7071428571428571,4.85274458607953,4.652363300323486,28
-0.5657142857142857,2.699973508208388,2.5881385803222656,28
-0.4242857142857142,1.3893133672480162,1.366291046142578,28
-0.2828571428571428,0.5837333746501638,0.6185579895973206,28
-0.1414285714285714,0.1414335284972895,0.2666606605052948,28
0.0,-0.0,0.1309688687324524,28
0.1414285714285714,0.1414335284972895,0.2520939111709595,28
0.2828571428571429,0.5837333746501638,0.6115498542785645,28
0.4242857142857144,1.3893133672480171,1.34136164188385,28
0.5657142857142858,2.699973508208389,2.5602850914001465,28
0.7071428571428571,4.85274458607953,4.398375511169434,28
0.8485714285714285,8.912596706397274,,28
0.99,27.41924883076182,,28
